dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter
1D-gen-hyperb-mixture-2c-32p,32,32,0.1730235174601554,11,6.070810935029464e-17,,seconds,0.0,0.0023877639323472,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.349262828795343,11,5.695624684377684e-15,,seconds,0.0,0.0024152565747499,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.0660552461390572,11,6.985006153965803e-17,,seconds,0.0,0.0022759418934583,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1971743837914508,11,4.6072503879337155e-17,,seconds,0.0,0.0023906324058771,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.3549031514565925,11,1.0610951425308712e-16,,seconds,0.0,0.0022686589509248,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.2964299988547665,11,2.460434815841692e-16,,seconds,0.0,0.002312047407031,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.077357704148055,11,6.990025028614097e-17,,seconds,0.0,0.0022438298910856,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.2936765434035556,11,7.499348059287353e-17,,seconds,0.0,0.0023248493671417,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1991043287864302,11,6.360352495365761e-17,,seconds,0.0,0.0022264942526817,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.142672714546123,11,2.871483832645936e-17,,seconds,0.0,0.0022347569465637,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1839927719266604,11,6.247613494747346e-17,,seconds,0.0,0.0023169685155153,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1123112004208698,11,3.1907303590094045e-17,,seconds,0.0,0.0023129843175411,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.292720046634596,11,6.458360941124972e-17,,seconds,0.0,0.0024750344455242,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1814891141200961,11,5.828936260452297e-17,,seconds,0.0,0.002274164929986,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.0772677921977812,11,5.5626263206388e-17,,seconds,0.0,0.0024842154234647,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.4296681147616693,11,7.974666861002186e-17,,seconds,0.0,0.0025459267199039,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.4069683617228088,11,4.2777100195795037e-17,,seconds,0.0,0.0032423771917819,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.2120635611444588,11,4.459822369882779e-16,,seconds,0.0,0.0023524481803178,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.0857867345971754,11,5.929426868125927e-17,,seconds,0.0,0.0022715870290994,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-32p,32,32,0.1221707504161408,11,4.624373489242543e-17,,seconds,0.0,0.0022941641509532,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.3548827404654815,11,2.9531940571176635e-17,,seconds,0.6236865520477295,0.4607555940747261,megabytes,88268.0,88268.0,0.0,0.0,0.052441088,0.052441088,0.50234375,0.3023437499999999,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1990383938524016,11,2.945611975579764e-17,,seconds,0.0,0.0026793852448463,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2622346543766765,11,2.644082794833734e-17,,seconds,0.0,0.0024749226868152,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.212039640236216,11,3.152245953212401e-16,,seconds,0.0,0.0023862738162279,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1426829832579474,11,3.874500870158453e-17,,seconds,0.0,0.0024188831448554,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2359208712976391,11,4.359387166565049e-17,,seconds,0.0,0.002523036673665,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.0772887309524597,11,3.048152372864909e-17,,seconds,0.0,0.0023865085095167,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.4071161065937021,11,3.760939359430943e-17,,seconds,0.0,0.002396885305643,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2324418054250195,11,4.387435451045632e-17,,seconds,0.0,0.0024158507585525,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1730209975464156,11,2.559392802354108e-17,,seconds,0.0,0.0026878770440816,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.293678182218298,11,5.2498233984702766e-17,,seconds,0.0,0.0025288984179496,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2146246357391388,11,8.354091636836798e-16,,seconds,0.0,0.0024519450962543,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1221563920229055,11,2.98219790848406e-17,,seconds,0.0,0.0023968610912561,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.4303074482125402,11,4.557649665032054e-17,,seconds,0.0,0.0024631284177303,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2774179643065259,11,3.632303703516693e-12,,seconds,0.0,0.0023277662694454,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1354103195411796,11,2.1019062306947226e-17,,seconds,0.0,0.0023691542446613,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1796709277309877,11,4.161467740764976e-17,,seconds,0.0,0.0024271830916404,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1498356412128448,11,2.8468114793833604e-17,,seconds,0.0,0.0023856535553932,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.184008719179945,11,5.8109456365764e-17,,seconds,0.0,0.0025656912475824,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1590118061378853,11,4.196697875628496e-17,,seconds,0.0,0.0024033784866333,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.0773136888525982,11,3.0381578811965855e-17,,seconds,0.0,0.0023369211703538,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.0971097813530641,11,3.861651911534321e-17,,seconds,0.0,0.002626059576869,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.0857997073162246,11,4.9156679385452555e-17,,seconds,0.0,0.0023711323738098,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2916121815582878,11,6.477074344289304e-17,,seconds,0.0,0.0027434583753347,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1131001804138755,11,3.453696624530511e-17,,seconds,0.0,0.0025883205235004,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1971727628999562,11,2.6961962856903402e-17,,seconds,0.0,0.0023417342454195,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.066164014113962,11,5.714046322609614e-17,,seconds,0.0,0.0026152525097131,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.3492292288792935,11,4.038833493899638e-15,,seconds,0.0,0.0024609565734863,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.2964940133668078,11,1.7482449896328603e-16,,seconds,0.0,0.0024309549480676,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-64p,64,64,0.1218922036612175,11,2.7450035147402972e-17,,seconds,0.0,0.0023438390344381,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1990383716531288,11,3.9384446155000667e-17,,seconds,0.5258989334106445,0.5184668898582458,megabytes,88268.0,88268.0,0.0,0.0,0.05103616,0.05103616,0.5140625,0.40078125,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1840066053078626,11,3.2668514988069266e-17,,seconds,0.0,0.0024732630699872,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.0971143160629582,11,4.321121292310319e-17,,seconds,0.0,0.0026106555014848,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1221522390255773,11,1.820574511667492e-17,,seconds,0.0,0.0025236569344997,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2359141616724754,11,3.7942896607376746e-17,,seconds,0.0,0.0024642702192068,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1590097046148872,11,2.913824121542016e-17,,seconds,0.0,0.0025358833372592,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1498335596104659,11,3.1020974763578726e-17,,seconds,0.0,0.0023729167878627,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1971723666942596,11,1.6568759456217888e-17,,seconds,0.0,0.0025384668260812,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.0773125732933408,11,1.5738370707110496e-17,,seconds,0.0,0.0025027189403772,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2622440381333808,11,1.7765931173442577e-17,,seconds,0.0,0.002501105889678,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1796685105358827,11,2.8244852072502057e-17,,seconds,0.0,0.0027565341442823,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1730203412814095,11,2.3648742980844327e-17,,seconds,0.0,0.0027334690093994,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.4071149338165977,11,2.009565750946045e-17,,seconds,0.0,0.0023950636386871,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2324407562030445,11,2.4615628874910292e-17,,seconds,0.0,0.002397958189249,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1426860503821231,11,2.0510829524271522e-17,,seconds,0.0,0.0025947019457817,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1354026203044653,11,1.961784540744596e-17,,seconds,0.0,0.0024148058146238,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.0661630404570846,11,3.1398429924567107e-17,,seconds,0.0,0.002417704090476,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.077286841946249,11,3.5503310220499824e-17,,seconds,0.0,0.0025343354791402,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.4302896045297656,11,2.82375328063414e-17,,seconds,0.0,0.0031971801072359,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1218929915909455,11,2.7020067510231227e-17,,seconds,0.0,0.0026210024952888,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.0857987036092417,11,1.4159906555526793e-17,,seconds,0.0,0.0026911478489637,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.1130998917025382,11,2.131933647422115e-17,,seconds,0.0,0.002360887825489,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2964903431953311,11,1.2270486527320902e-16,,seconds,0.0,0.0023397840559482,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.3492208130647481,11,2.846563824232649e-15,,seconds,0.0,0.0023838449269533,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2774191217791519,11,2.563417366452093e-12,,seconds,0.0,0.0025153383612632,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2916162948698511,11,3.961648054891012e-17,,seconds,0.0,0.002481959760189,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.3548774522106107,11,1.811012016088803e-17,,seconds,0.0,0.0025203339755535,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2146224543639361,11,5.835044187103028e-16,,seconds,0.0,0.0023741312325,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2936795332537379,11,3.7627289768848904e-17,,seconds,0.0,0.0024480782449245,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-128p,128,128,0.2120341119100546,11,2.2019224796086331e-16,,seconds,0.0,0.0023702569305896,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2936798702847439,11,3.2739249540537545e-17,,seconds,0.6760568618774414,0.5147422943264246,megabytes,88268.0,88268.0,0.0,0.0,0.05287936,0.05287936,0.52578125,0.3289062499999999,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.066162930716079,11,2.3403472218877617e-17,,seconds,0.0,0.0024854559451341,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1221512016493634,11,1.3403679427234156e-17,,seconds,0.0,0.00252316147089,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.349218708109539,11,2.015058399615175e-15,,seconds,0.0,0.0028809737414121,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2359114991591465,11,1.9220012665622945e-17,,seconds,0.0,0.002578031271696,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.3548761292210344,11,1.2044813751790409e-17,,seconds,0.0,0.0025694202631711,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.142686816874135,11,1.5700097491162745e-17,,seconds,0.0,0.0025111194700002,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2964894242573165,11,8.962752531811502e-17,,seconds,0.0,0.0024080723524093,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1971722681300417,11,1.4739275828901665e-17,,seconds,0.0,0.0025565195828676,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.173020177029294,11,1.5903249217254114e-17,,seconds,0.0,0.0024447571486234,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.0971137865434179,11,2.316163210072582e-17,,seconds,0.0,0.0024168416857719,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.0857984513809641,11,1.8574752113469506e-17,,seconds,0.0,0.0022944323718547,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2774194108871344,11,1.8117236821134216e-12,,seconds,0.0,0.0026153810322284,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1354006959651598,11,1.3016131141207046e-17,,seconds,0.0,0.0024784728884696,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1840060769615591,11,3.318529115806263e-17,,seconds,0.0,0.0025340896099805,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2622463844305084,11,1.6233025457463722e-17,,seconds,0.0,0.0025896243751049,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1796674421729837,11,1.8829948886726536e-17,,seconds,0.0,0.0024789087474346,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1590091317603834,11,2.0414885026959346e-17,,seconds,0.0,0.0024796091020107,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1498330390097274,11,1.2508013326340745e-17,,seconds,0.0,0.0024334210902452,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2146219088300897,11,4.124725729166235e-16,,seconds,0.0,0.0023967865854501,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.0773122958256586,11,3.101855275857596e-17,,seconds,0.0,0.0024963058531284,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1218932020157183,11,2.326789912288141e-17,,seconds,0.0,0.0024971365928649,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.2916158424543426,11,1.5573734086871376e-17,,seconds,0.0,0.0024004057049751,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.1130992413743028,11,1.9215632514947612e-17,,seconds,0.0,0.0025866385549306,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-gen-hyperb-mixture-2c-256p,256,256,0.4302882287642491,11,1.755098341551848e-17,,seconds,0.0,0.0028807520866394,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
